,ef__upstroke_downstroke_ratio_long_square,ef__adaptation,ef__threshold_i_long_square,ef__tau,ef__avg_isi,ef__avg_firing_rate,ef__ri,ef__peak_t_ramp,ef__vrest,fast_trough_v_short_square,peak_v_short_square,height,ExIn,line_name
0,5.261166177,0.288858289,190.0,17.65307755,147.79,6.76635767,58.28128653,2.55227,-63.57497826,-52.9062538147,43.21875,96.1250038147,E,Scnn1a-Tg2-Cre
1,4.957589516,0.097033648,130.0,21.29083223,106.3575,9.402251839,189.3750053,2.475856667,-72.23741695,-54.0937519073,49.296877861,103.390629768,E,Rorb-IRES2-Cre
2,4.843871421,0.02674379,230.0,6.668956573,112.6075,8.88040317,106.2499999,12.00427167,-78.26015827,-64.9531294505,29.9322923024,94.8854217529,I,Htr3a-Cre_NO152
4,4.756383826,0.022991674,50.0,28.24598108,57.5034375,17.39026471,199.3750022,2.15084,-76.37581285,-51.4937530518,46.6437522888,98.1375053406,E,Scnn1a-Tg3-Cre
5,4.70933606,0.083333773,130.0,46.53329851,131.8828571,7.582486622,148.4375142,4.472106667,-72.23770905,-46.640625,45.4921884537,92.1328134537,E,Rbp4-Cre_KL100
6,4.697517125,0.027952035,90.0,22.96444268,73.97958333,13.51724293,167.0312517,3.240186667,-72.43114528,-53.8385442098,49.3541692098,103.19271342,E,Rorb-IRES2-Cre
7,4.586706002,0.261085381,110.0,19.08162774,199.75,5.006257822,156.8750398,3.235971667,-80.40333331,-56.718752861,45.945315361,102.664068222,E,Cux2-CreERT2
8,4.575732453,0.023914611,70.0,20.05003652,65.13269231,15.3532729,198.9062139,2.73731,-77.29038906,-57.0625038147,44.4765634537,101.539067268,E,Cux2-CreERT2
9,4.522856755,0.048308998,110.0,20.20449754,69.98791667,14.2881807,148.7499635,3.004828333,-83.56307293,-57.5437530518,48.3062515259,105.850004578,E,Nr5a1-Cre
10,4.513262974,0.077498251,110.0,27.55627101,168.123,5.948026148,118.7503815,3.145646667,-71.71958022,-50.8750038147,28.7708346049,79.6458384196,E,Rorb-IRES2-Cre
11,4.504294483,0.082536257,130.0,19.81374727,103.197,9.690204173,156.5625018,4.991095,-76.88080978,-51.1875007629,57.5187538147,108.706254578,E,Scnn1a-Tg3-Cre
12,4.48914108,0.069032093,160.0,15.44523464,95.628,10.45718827,90.15625263,5.716708333,-71.91176316,-51.411462148,45.4114615122,96.8229236602,E,Rbp4-Cre_KL100
16,4.405621943,0.008685331,59.99999619,24.94367576,56.35411765,17.74493226,192.4999952,3.621393333,-74.24310303,-53.7343769073,43.218752861,96.9531297683,E,Cux2-CreERT2
17,4.401047381,0.077184422,110.0,18.11394125,98.27777778,10.17524025,156.0937899,2.767226667,-78.35942735,-54.6875038147,51.0687522888,105.756256103,E,Rorb-IRES2-Cre
18,4.382053835,0.045540585,110.0,20.45652632,75.40833333,13.26113383,171.2500399,2.701573333,-78.41592058,-55.432293574,40.0104192098,95.4427127838,E,Cux2-CreERT2
19,4.353247375,0.001311376,170.0,10.28961693,86.00909091,11.62667794,111.5625393,6.041676667,-78.328741,-59.7734413147,25.5468764305,85.3203177452,I,Htr3a-Cre_NO152
20,4.297567927,0.017521729,249.9999847,7.781853776,75.90375,13.17457965,104.375001,8.0096625,-79.16914667,-68.9218788147,18.2812509537,87.2031297684,I,Htr3a-Cre_NO152
21,4.290042212,0.030622748,70.0,16.41006127,72.30961538,13.82941943,147.1875396,3.75047,-74.22064651,-54.2312538147,51.2000038147,105.431257629,E,Rorb-IRES2-Cre
22,4.280574187,0.048498769,190.0,14.00871832,127.4021429,7.849161541,95.62488821,6.45164,-73.87279175,-52.1062538147,46.6312515259,98.7375053406,E,Rbp4-Cre_KL100
23,4.238694297,0.027846549,130.0,18.67107255,151.652,6.594044259,99.06257689,7.758886667,-75.14334106,-48.3541704814,41.2500012716,89.604171753,E,Ctgf-2A-dgCre
24,4.217187821,0.028646387,70.0,22.29461496,64.19678571,15.57710388,195.0000403,2.410198333,-76.73442473,-54.0468769073,47.671877861,101.718754768,E,Rorb-IRES2-Cre
26,4.2084854,0.042214601,110.0,21.95493548,81.39454545,12.28583555,266.4063289,1.310728333,-72.17404514,-57.3000038147,29.0875011444,86.3875049591,E,Cux2-CreERT2
27,4.198302999,0.055157664,90.0,20.28107147,128.9383333,7.755645464,140.9376107,3.351453333,-76.52507891,-53.74375,40.5562507629,94.3000007629,E,Scnn1a-Tg3-Cre
28,4.195805859,0.038669016,130.0,24.55205102,105.96125,9.437412262,137.9687515,5.835458333,-79.88076374,-55.5187530518,36.9437538147,92.4625068665,E,Rbp4-Cre_KL100
30,4.154875446,0.092311154,170.0,18.51432341,83.224,12.01576468,155.781135,4.203673333,-76.85968018,-53.3687538147,40.4625022888,93.8312561035,E,Rorb-IRES2-Cre
31,4.152460998,0.015226471,209.9999847,14.57837403,85.318,11.72085609,91.25000095,7.647211667,-78.79211879,-48.679690361,38.2578144073,86.9375047683,E,Rbp4-Cre_KL100
32,4.14659622,0.017967467,130.0,17.96684937,58.6875,17.03940362,162.6562029,3.213766667,-75.23552704,-52.7375030518,46.4875,99.2250030518,E,Rorb-IRES2-Cre
34,4.14364361,0.035861314,90.0,24.06134655,107.61,9.292816653,160.3124589,4.867526667,-74.14933777,-51.4375022888,46.4687538147,97.9062561035,E,Rorb-IRES2-Cre
36,4.140237312,0.031228518,70.0,23.8389264,62.092,16.10513432,174.999997,3.101333333,-77.47488403,-57.7500030518,36.9437522888,94.6937553406,E,Nr5a1-Cre
37,4.114900527,0.212369051,70.0,21.97689241,175.1916667,5.708034058,231.09,2.743716667,-78.20089912,-51.6328134537,39.5625019073,91.195315361,E,Cux2-CreERT2
39,4.111181037,0.025131928,110.0,28.54738983,128.1691667,7.802188514,129.8437894,4.29488,-68.98883891,-49.4687530518,49.6500022888,99.1187553406,E,Rorb-IRES2-Cre
40,4.104296529,0.088290884,150.0,25.94665418,81.585,12.25715511,193.5936371,1.962921667,-75.92685338,-55.2562515259,39.1875022888,94.4437538147,E,Rorb-IRES2-Cre
41,4.090604062,0.045775324,110.0,19.34626962,120.9785714,8.265926669,184.0625782,2.126696667,-79.03551047,-57.7812522888,35.1937522888,92.9750045776,E,Cux2-CreERT2
43,4.081902903,0.027384956,90.0,18.74687555,71.72153846,13.94281302,158.1250398,3.496595,-72.29564979,-52.0078163147,49.2343769073,101.242193222,E,Scnn1a-Tg2-Cre
44,4.071715272,0.097023349,160.0,17.26407436,129.6216667,7.714759621,125.7812155,5.320653333,-80.31888362,-54.9812538147,36.5500030518,91.5312568665,E,Cux2-CreERT2
45,4.045319097,0.022854224,150.0,15.13045488,88.649,11.2804431,117.9686367,6.241616667,-78.13201114,-51.3500015259,48.8250015259,100.175003052,E,Cux2-CreERT2
46,4.044318792,0.033842829,70.0,25.05030438,60.25666667,16.59567406,251.093867,2.246268333,-77.47291093,-52.1625038147,18.0000011444,70.1625049591,E,Rorb-IRES2-Cre
48,4.027633222,0.036884485,50.0,27.5470916,65.86923077,15.18159524,241.4062505,2.029265,-78.16027149,-53.289065361,43.8125038147,97.1015691757,E,Rorb-IRES2-Cre
49,4.024285544,0.088154532,170.0,17.61150259,94.895,10.53796301,144.531216,3.233418333,-79.95327643,-60.6250022888,32.7625019073,93.3875041961,E,Rbp4-Cre_KL100
50,4.020990864,0.065382905,80.0,23.51046944,88.2835,11.32714494,177.0312901,3.184078333,-73.6229538,-53.3645858765,43.2083352407,96.5729211172,E,Cux2-CreERT2
51,4.015347909,0.158751623,110.0,21.97884688,81.548,12.26271644,157.5000399,2.64047,-74.51552232,-54.6875022888,45.6750015259,100.362503815,E,Rorb-IRES2-Cre
53,3.991494064,0.201385812,230.0,16.96248033,149.07,6.708257865,142.9687142,8.16806,-78.80503082,-55.3187522888,40.7750022888,96.0937545776,E,Nr5a1-Cre
54,3.985795308,0.017836695,220.0,7.066467282,65.31607143,15.31016759,103.281251,8.541425,-74.30470802,-64.0125038147,28.3875011444,92.4000049591,I,Htr3a-Cre_NO152
55,3.98359331,0.094250509,150.0,21.6300106,94.87,10.54073996,143.2812131,6.232715,-78.84496826,-54.2562522888,43.5437522888,97.8000045776,E,Rorb-IRES2-Cre
56,3.979868298,0.102500476,90.0,18.30882305,81.92857143,12.20575414,259.2858076,4.364653333,-72.34536743,-55.3312522888,42.70625,98.0375022888,E,Nr5a1-Cre
57,3.976624067,0.065743495,130.0,26.27158226,85.25555556,11.7294409,144.3750109,2.784668333,-79.61832264,-58.851565361,38.0625019073,96.9140672683,E,Rorb-IRES2-Cre
58,3.975121355,0.033988225,50.0,23.0527641,69.73192308,14.34063419,245.5529873,1.680345,-82.93410974,-60.1250038147,40.125002861,100.250006676,E,Slc17a6-IRES-Cre
59,3.971131529,0.011628276,50.0,30.14812142,95.62444444,10.4575771,193.2813664,2.209986667,-65.699818,-54.2312522888,47.6000015259,101.831253815,E,Rorb-IRES2-Cre
60,3.967706479,0.097020786,90.0,19.64952322,97.561875,10.24990551,141.7188278,4.15797,-73.44399088,-48.1250015259,53.9062522888,102.031253815,E,Rorb-IRES2-Cre
61,3.962509402,0.030462543,70.0,20.17340537,57.28625,17.45619586,145.3124601,3.10859,-79.29503946,-53.5312515259,39.2000007629,92.7312522888,E,Scnn1a-Tg2-Cre
62,3.952205152,0.103914188,150.0,20.87395726,153.395,6.519117312,125.9375013,4.655563333,-78.10075152,-52.2812519073,41.0625038147,93.343755722,E,Rbp4-Cre_KL100
64,3.933206149,0.05434484,120.0000076,17.69383051,77.47916667,12.90669535,121.5625393,4.777686667,-70.85860867,-52.2250022888,50.2125015259,102.437503815,E,Rbp4-Cre_KL100
65,3.926669384,0.050769741,110.0,21.54316923,90.917,10.99904308,171.0939485,2.58827,-76.18048576,-55.067712148,40.7656269073,95.8333390553,E,Cux2-CreERT2
66,3.916668006,0.012244375,170.0,31.30028135,66.17285714,15.11193627,163.5938585,4.324473333,-79.18946075,-53.6562519073,43.5520846049,97.2083365122,E,Nr5a1-Cre
67,3.916029699,0.113233097,170.0,19.59359173,93.46666667,10.69900143,140.9375396,4.08575,-76.58576253,-54.0687515259,40.8625022888,94.9312538147,E,Cux2-CreERT2
69,3.900390904,0.011954783,200.0,10.28417703,61.56133333,16.24396266,102.8125774,8.20556,-70.60906383,-59.354168574,32.4062512716,91.7604198456,I,Htr3a-Cre_NO152
70,3.890979003,0.048978994,50.0,26.85968474,74.37875,13.44470027,190.9375021,1.893845,-71.72567902,-57.1406288147,47.854168574,104.994797389,E,Rorb-IRES2-Cre
71,3.88957261,0.129197871,190.0,17.27481169,50.5925,19.76577556,124.0624631,3.63342,-80.37028554,-58.1250022888,38.1750022888,96.3000045776,E,Cux2-CreERT2
72,3.886271592,0.076359933,70.0,18.67405246,116.445,8.587745287,136.8750421,4.00782,-68.00503297,-52.8375038147,38.2437522888,91.0812561035,E,Rbp4-Cre_KL100
73,3.861525528,0.020606611,70.0,26.81799125,72.23230769,13.84422057,152.4999738,4.420053333,-75.59310913,-52.6250038147,41.8958358765,94.5208396912,E,Scnn1a-Tg3-Cre
74,3.857287975,0.084645718,110.0,20.60815092,131.1225,7.626456176,140.4687896,3.686918333,-75.90507854,-52.4687530518,35.8750015259,88.3437545777,E,Scnn1a-Tg2-Cre
75,3.842614265,0.082873052,70.0,24.21210348,113.5435714,8.807191701,196.4062521,3.53437,-80.76987171,-52.8062522888,43.8687507629,96.6750030517,E,Cux2-CreERT2
76,3.812401369,0.194776278,150.0,18.99074628,143.7566667,6.956199133,127.8125011,4.494208333,-74.21038377,-54.8250030518,43.1187515259,97.9437545777,E,Cux2-CreERT2
77,3.804789532,0.013516768,50.0,25.8783158,56.16352941,17.80514883,217.1876878,2.537833333,-70.78517151,-55.5375030518,43.5625030518,99.1000061036,E,Cux2-CreERT2
78,3.795322172,0.074486195,90.0,20.02653843,97.84277778,10.22047843,170.7811756,3.553041667,-72.578302,-48.9322942098,34.4270852407,83.3593794505,E,Cux2-CreERT2
79,3.781917913,0.038868346,90.0,17.55716737,65.33071429,15.30673606,186.5624637,2.912415,-77.52332095,-56.7375030518,42.6875030518,99.4250061036,E,Cux2-CreERT2
81,3.775242196,0.152610684,209.9999847,15.28632036,80.324,12.4495792,154.3749633,3.563165,-78.72335977,-57.898440361,46.640627861,104.539068222,E,Rorb-IRES2-Cre
83,3.765298383,0.037923104,90.0,21.14360829,77.47083333,12.90808369,165.6250399,3.97999,-75.4108901,-55.5187530518,49.0187530518,104.537506104,E,Nr5a1-Cre
84,3.758079438,0.162879693,290.0,20.64483052,59.473,16.81435273,144.5313276,5.69989,-74.23158073,-59.296877861,35.656252861,94.953130722,E,Rorb-IRES2-Cre
85,3.749907132,0.019181262,40.0,28.2886986,62.56,15.98465473,214.9999259,2.117845,-68.58130173,-50.927087148,46.8333358765,97.7604230245,E,Cux2-CreERT2
86,3.745143399,0.044002249,130.0,16.64171442,73.05692308,13.6879567,157.1875746,1.77748,-78.22320976,-60.3906259537,41.5156259537,101.906251907,E,Scnn1a-Tg3-Cre
87,3.728768224,0.060674507,170.0,15.98478474,103.245,9.685699065,111.7187887,11.81559333,-77.2467804,-55.4296884537,32.9609375,88.3906259537,E,Rbp4-Cre_KL100
88,3.726738945,0.024169857,70.0,23.95029871,69.27884615,14.43442054,187.6562096,3.16498,-77.76528804,-54.0062507629,43.4062530518,97.4125038147,E,Scnn1a-Tg3-Cre
89,3.724552975,0.131628796,249.9999847,9.160502879,163.21,6.127075547,111.0937074,9.793973333,-71.43651581,-53.770837148,32.1145846049,85.8854217529,I,Vip-IRES-Cre
92,3.716470107,0.00482178,110.0,8.535222983,72.53846154,13.78579003,157.0313307,3.773865,-68.54754857,-59.2265644073,23.6953134537,82.921877861,E,Rorb-IRES2-Cre
93,3.701594925,0.031105061,30.00000191,35.17678693,62.49666667,16.00085338,339.6206831,1.393435,-72.08195737,-54.9812538147,38.1875022888,93.1687561035,E,Slc17a6-IRES-Cre
94,3.697332379,0.246357989,310.0,14.53659353,144.204,6.934620399,80.46886325,11.67108667,-77.81946564,-54.0312538147,46.3437522888,100.375006103,E,Cux2-CreERT2
95,3.694913507,0.057679196,110.0,18.07943484,79.57409091,12.56690449,161.2500044,2.70674,-70.36258926,-56.6770858765,42.1822942098,98.8593800863,E,Cux2-CreERT2
96,3.694129939,-0.025293336,350.0,7.009651376,94.76777778,10.55210984,61.56246119,12.410345,-80.84474384,-67.4000015259,22.7000003815,90.1000019074,I,Htr3a-Cre_NO152
97,3.692863407,0.012375595,70.0,23.97307007,51.88,19.27525058,191.7187519,1.93344,-67.53739929,-54.9812522888,39.2937515259,94.2750038147,E,Rorb-IRES2-Cre
99,3.685262841,0.091752736,170.0,15.5613807,119.4585714,8.371102953,148.4373093,3.322385,-80.26106912,-53.7187538147,43.4375038147,97.1562576294,E,Nr5a1-Cre
100,3.685256854,0.020117185,59.99999619,18.8904003,65.77857143,15.20251927,148.4376192,4.350693333,-78.72411346,-55.1979192098,34.5937512716,89.7916704814,E,Rorb-IRES2-Cre
101,3.660713243,0.026630593,110.0,22.45692313,100.8083333,9.91981483,113.2812551,5.43862,-77.24939156,-55.6562519073,32.1562519073,87.8125038146,E,Rbp4-Cre_KL100
103,3.66027827,0.084636277,90.0,17.55013951,81.065,12.33577993,163.2812483,3.307551667,-78.5654873,-52.8562507629,48.9562515259,101.812502289,E,Nr5a1-Cre
104,3.658971291,0.239482651,150.0,16.37032968,144.753,6.908319689,145.1562134,3.469638333,-81.04810498,-53.4437522888,45.5500030518,98.9937553406,E,Rorb-IRES2-Cre
105,3.64611331,0.021990432,50.0,28.1206302,53.98735294,18.52285666,248.1250027,1.901503333,-73.46379471,-53.0062522888,34.1187507629,87.1250030517,E,Rorb-IRES2-Cre
108,3.636855359,0.052263777,200.0,15.77932854,124.3821429,8.039739283,96.40625062,6.54987,-77.09053155,-54.6250030518,43.7125015259,98.3375045777,E,Rorb-IRES2-Cre
109,3.631539459,0.052732179,130.0,20.05481156,78.83571429,12.68460632,153.4373871,4.254421667,-78.24228058,-54.6875030518,42.5937522888,97.2812553406,E,Cux2-CreERT2
114,3.623624873,0.075261354,50.0,30.47387081,109.455,9.136174684,233.2813288,2.203073333,-73.03130971,-50.9000015259,45.0875022888,95.9875038147,E,Rorb-IRES2-Cre
115,3.62133849,0.006713489,110.0,13.11558378,49.57210526,20.17263529,213.2811759,4.45898,-72.38467142,-59.7109384537,29.7031264305,89.4140648842,I,Htr3a-Cre_NO152
116,3.621322831,0.205976049,130.0,17.21433577,69.66,14.35544071,151.5625068,2.977061667,-76.65170875,-53.2437530518,45.3250022888,98.5687553406,E,Nr5a1-Cre
117,3.618316695,0.063471494,70.0,23.75963771,99.38222222,10.0621618,190.4687519,2.442983333,-72.72665845,-54.0000030518,35.0562515259,89.0562545777,E,Cux2-CreERT2
118,3.617298953,0.122768771,230.0,9.462224018,43.94,22.75830678,205.7588511,2.584673333,-75.35651398,-57.5989589691,31.9062503179,89.505209287,E,Scnn1a-Tg3-Cre
119,3.612182815,0.224806946,130.0,17.10805954,98.11666667,10.19194836,164.2187898,3.2383525,-76.13730977,-53.7734394073,44.9453144073,98.7187538146,E,Cux2-CreERT2
121,3.610410567,0.028748666,110.0,15.91890759,80.16090909,12.47490842,129.6876907,3.97612,-74.27852849,-52.875,31.2187519073,84.0937519073,E,Cux2-CreERT2
122,3.609865385,0.025948572,70.0,28.00675215,81.85045455,12.21740314,231.5624979,2.631723333,-74.45570015,-52.8375015259,33.4750007629,86.3125022888,E,Rorb-IRES2-Cre
123,3.603945192,0.06113294,209.9999847,14.99496418,127.5614286,7.839360308,75.62500065,6.540401667,-70.32715754,-51.9250022888,41.1187522888,93.0437545776,E,Rbp4-Cre_KL100
124,3.591544022,0.022841457,110.0,19.91676975,54.5728125,18.32414263,135.468866,3.05534,-80.25799016,-56.0104192098,44.1145852407,100.125004451,E,Rorb-IRES2-Cre
125,3.585283187,0.045001807,110.0,12.66623489,90.26,11.07910481,123.281363,5.237036667,-85.15688567,-54.335940361,35.9218759537,90.2578163147,E,Nr5a1-Cre
126,3.583612327,0.143642094,209.9999847,16.91890113,90.02857143,11.10758489,146.8750007,3.473511667,-82.72502283,-62.203127861,34.1171894073,96.3203172683,E,Rorb-IRES2-Cre
127,3.58117531,0.017470484,270.0,6.242461621,73.13730769,13.67291238,87.81246424,8.347365,-76.09393311,-65.6812561035,16.6812511444,82.3625072479,I,Htr3a-Cre_NO152
129,3.573322172,0.036116785,50.0,20.3603649,59.8553125,16.70695479,230.4687093,1.755625,-75.89694495,-56.9687519073,42.1875006358,99.1562525431,E,Rorb-IRES2-Cre
131,3.56419272,0.024410456,50.0,24.9498929,68.60769231,14.57562507,243.7500654,2.38811,-81.17496129,-57.414065361,37.5468769073,94.9609422683,E,Ntsr1-Cre_GN220
133,3.551475636,0.012080807,50.0,27.99260452,56.17676471,17.80095392,215.4687522,1.8995125,-69.87051793,-57.0937525431,48.25,105.343752543,E,Rorb-IRES2-Cre
135,3.541723281,0.021331101,90.0,16.58341445,55.8575,17.90269883,162.9688293,4.85854,-78.25928497,-48.492190361,40.7031259537,89.1953163147,E,Scnn1a-Tg3-Cre
136,3.539098452,0.023302046,70.0,15.95134016,56.73647059,17.62534732,136.7187893,2.601965,-61.49033255,-52.9812522888,46.9062522888,99.8875045776,E,Rorb-IRES2-Cre
137,3.533000368,0.138777955,230.0,19.28815105,119.1921429,8.389814765,104.8437892,4.61249,-74.87553336,-56.7062522888,34.8937522888,91.6000045776,E,Scnn1a-Tg2-Cre
138,3.520890026,0.135458458,130.0,21.68497834,118.6516667,8.428031633,141.4732155,3.780041667,-77.39948758,-54.4625030518,41.5500030518,96.0125061036,E,Cux2-CreERT2
139,3.519743319,0.015390741,249.9999847,5.784758808,67.41928571,14.83255109,90.46875113,9.012731667,-78.63120857,-68.1062561035,34.3875015259,102.493757629,I,Htr3a-Cre_NO152
140,3.518286698,0.152848281,190.0,14.44526236,141.7866667,7.052849351,113.7501156,4.621096667,-75.21591529,-47.5187515259,31.7187511444,79.2375026703,E,Rbp4-Cre_KL100
141,3.504873134,0.061795211,90.0,19.02913037,92.028,10.8662581,162.3437898,4.12451,-73.31320676,-53.703127861,45.7656269073,99.4687547683,E,Cux2-CreERT2
142,3.502668627,0.02399028,59.99999619,22.81456723,68.45153846,14.60887545,150.6249956,3.191361667,-72.60482306,-52.6093769073,42.0260423024,94.6354192097,E,Scnn1a-Tg2-Cre
143,3.487962939,0.017156114,80.0,15.24745276,53.40205882,18.72586979,144.0625015,2.958473333,-68.83668783,-52.6718769073,45.2812538147,97.953130722,E,Rbp4-Cre_KL100
144,3.482368697,0.028788476,60.00000381,26.27904313,77.15458333,12.96099281,202.5000403,2.15542,-71.71953001,-54.2916692098,36.8333358765,91.1250050863,E,Rorb-IRES2-Cre
146,3.481414401,0.206937365,90.0,18.77314075,123.719,8.082832871,180.4687511,4.003765,-77.56840973,-47.6041679382,35.5677108765,83.1718788147,E,Rbp4-Cre_KL100
147,3.479435331,0.067764241,110.0,17.34264985,96.03111111,10.41329199,143.3483246,3.80284,-77.29870278,-57.6406259537,41.421877861,99.0625038147,E,Rbp4-Cre_KL100
148,3.471313804,0.023253031,90.0,17.72247454,86.65363636,11.5401966,171.0935593,3.868668333,-77.59997639,-63.3671913147,36.2890663147,99.6562576294,E,Rbp4-Cre_KL100
150,3.460812067,0.111099019,110.0,25.84233372,149.989,6.667155591,121.0936367,3.889966667,-73.85798146,-54.4687522888,37.6062507629,92.0750030517,E,Scnn1a-Tg2-Cre
151,3.460560015,0.024119455,70.0,24.72167956,83.40181818,11.99014628,174.3750782,2.959103333,-74.57227672,-51.6875022888,38.4187522888,90.1062545776,E,Rorb-IRES2-Cre
152,3.455586852,0.024339035,130.0,12.82824841,66.46142857,15.04632117,113.1250337,6.497,-81.23347473,-54.15625,32.3437538147,86.5000038147,E,Rorb-IRES2-Cre
153,3.454355791,0.10457119,110.0,23.30821866,132.15625,7.566800662,122.3437087,3.057866667,-71.65475888,-53.8187515259,38.58125,92.4000015259,E,Scnn1a-Tg2-Cre
154,3.451443385,0.131189699,130.0,22.67449631,93.34928571,10.71245476,152.5000015,4.295601667,-74.07308451,-54.0000019073,48.289065361,102.289067268,E,Scnn1a-Tg3-Cre
155,3.446369822,0.030694569,110.0,18.37754558,98.96944444,10.10412866,159.3750016,3.629603333,-72.31994218,-55.343752861,46.1015644073,101.445317268,E,Cux2-CreERT2
156,3.441712414,0.219183008,130.0,18.66150436,146.5375,6.82419176,180.9374635,2.202205,-62.41938902,-51.9062530518,44.9250015259,96.8312545777,E,Scnn1a-Tg3-Cre
157,3.436009649,0.012275351,70.0,18.77390629,92.2345,10.84193008,188.1250782,4.483928333,-74.74012358,-53.6406281789,46.4687531789,100.109381358,E,Ntsr1-Cre_GN220
158,3.435799138,0.120390989,90.0,24.53427802,73.387,13.6263916,168.2812899,5.750695,-72.42487979,-55.5052102407,37.4687519073,92.973962148,E,Cux2-CreERT2
159,3.416107392,0.041112783,110.0,16.75707478,126.0371429,7.934169066,114.3750772,6.78766,-74.80862427,-48.8562522888,44.0312515259,92.8875038147,E,Rorb-IRES2-Cre
160,3.410617984,0.000456018,209.9999847,6.054419234,74.62166667,13.4009336,96.87492476,8.00449,-69.54266805,-62.5859413147,24.4687504768,87.0546917915,I,Htr3a-Cre_NO152
161,3.406229534,0.02226991,90.0,23.45477653,59.82033333,16.71672397,181.7187168,2.844325,-80.51883443,-55.6625022888,37.6125022888,93.2750045776,E,Scnn1a-Tg3-Cre
162,3.406010008,0.008371158,130.0,10.86767353,138.005,7.246114271,85.93747509,3.3745425,-70.42255129,-57.0312531789,39.5468762716,96.5781294505,E,Rbp4-Cre_KL100
164,3.390986151,0.050893189,70.0,17.32378122,64.0175,15.62072871,203.5715069,1.934646667,-66.64905014,-49.804690361,40.765627861,90.570318222,E,Scnn1a-Tg3-Cre
165,3.390838593,0.018391987,50.0,36.26998689,58.05166667,17.22603428,230.0446779,2.149955,-73.20815173,-52.2187525431,30.1770846049,82.395837148,E,Rorb-IRES2-Cre
166,3.389332089,0.025949953,70.0,20.42162583,79.6,12.56281407,153.7499279,4.311293333,-68.5057373,-50.7812519073,44.21875,95.0000019073,E,Scnn1a-Tg3-Cre
167,3.388158116,0.01681349,310.0,6.322324282,117.5214286,8.509086489,72.18750048,13.46245,-76.17692546,-64.10625,28.7312507629,92.8375007629,I,Htr3a-Cre_NO152
168,3.38755588,0.004303078,160.0,5.675621941,76.96625,12.99270784,106.25,6.12454,-73.82226894,-62.2250022888,21.8187503815,84.0437526703,I,Htr3a-Cre_NO152
169,3.387519999,0.092932294,90.0,31.35114861,101.3433333,9.867447291,215.6249216,2.722135,-71.10540941,-55.5312507629,37.0375015259,92.5687522888,E,Rorb-IRES2-Cre
170,3.386316592,0.098664882,130.0,24.57412858,113.2871429,8.827127022,95.17855059,4.780653333,-75.06610979,-51.2312515259,43.7000030518,94.9312545777,E,Scnn1a-Tg3-Cre
172,3.369661277,0.032946539,80.0,20.74522921,53.78147059,18.59376453,193.4375402,3.115515,-80.52481201,-60.3312515259,42.0375007629,102.368752289,E,Cux2-CreERT2
173,3.346890699,-0.013156078,209.9999847,5.864745907,88.5375,11.29464916,119.374963,7.077526667,-76.11568124,-60.8375038147,23.9375019073,84.775005722,I,Htr3a-Cre_NO152
174,3.345226704,0.010889814,90.0,14.02677444,87.28,11.45737855,133.5937083,5.652946667,-81.43971252,-52.8875022888,41.5125007629,94.4000030517,E,Scnn1a-Tg3-Cre
175,3.337195855,0.017019734,59.99999619,34.75235816,45.68575,21.88866331,293.437497,1.569125,-64.66160523,-53.7604173024,37.1458346049,90.9062519073,E,Rorb-IRES2-Cre
176,3.334551743,0.020059368,90.0,18.71192011,61.381,16.29168635,178.2811755,2.66781,-79.43047623,-55.6406269073,36.0937519073,91.7343788146,E,Rbp4-Cre_KL100
177,3.328956985,0.118855155,110.0,17.36125827,67.33333333,14.85148515,158.5937923,4.0841725,-81.68398424,-60.609380722,38.3437519073,98.9531326293,E,Cux2-CreERT2
178,3.323303171,0.013216614,50.0,10.58548253,30.81806452,32.44850109,245.3126169,2.44966,-68.38059743,-55.8125015259,22.5437511444,78.3562526703,I,Htr3a-Cre_NO152
179,3.314273098,0.03495193,370.0,11.51414115,116.194375,8.606268591,69.21878884,7.937035,-80.28030853,-56.4500030518,37.6250030518,94.0750061036,E,Rbp4-Cre_KL100
180,3.310382891,0.000640076,190.0,7.848924928,76.35375,13.09693368,98.59386348,7.767671667,-70.51524162,-63.0312515259,22.7875003815,85.8187519074,I,Gad2-IRES-Cre
182,3.302439646,0.064123986,150.0,18.28611689,121.1471429,8.254424961,162.4999266,3.380415,-71.94474139,-46.3828144073,49.6250019073,96.0078163146,E,Rbp4-Cre_KL100
183,3.299929253,0.10049029,90.0,22.86877213,80.45045455,12.43001057,197.8125402,4.281908333,-81.92037601,-47.382815361,25.0078129768,72.3906283378,E,Rorb-IRES2-Cre
184,3.289553505,0.008813592,50.0,28.85037217,76.37454545,13.09336761,200.1562119,3.310366667,-72.72707367,-53.3625022888,35.6687507629,89.0312530517,E,Rorb-IRES2-Cre
185,3.278658837,0.030713634,50.0,22.33011796,75.905,13.17436269,232.8125,1.397676667,-64.32819409,-53.4375007629,48.8750030518,102.312503815,E,Cux2-CreERT2
186,3.27833412,0.028417226,100.0,26.13309514,61.05266667,16.37930093,179.6874637,3.417671667,-80.12923564,-57.9437538147,37.1125015259,95.0562553406,E,Scnn1a-Tg3-Cre
187,3.266752977,0.117267301,210.0,21.16225485,67.90333333,14.72681753,136.2500724,5.508708333,-70.21352834,-56.6015644073,39.25,95.8515644073,E,Scnn1a-Tg3-Cre
